Institution_Srce,Institution_Strd
上海華安印刷製盒廠,上海華安印刷製盒廠
上海華安襪廠,上海華安襪廠
上海華豐紗廠,上海華豐紗廠
上海藥業職工會,上海藥業職工會
上海藥業職工會第一分會,上海藥業職工會
上海虹口元濟堂,元濟善堂
上海虹口元齊堂,元濟善堂
上海衛生局,上海市衛生局
上海裕民國貨毛織公司,上海裕民國貨毛織公司
上海裕民國貨毛織廠,上海裕民國貨毛織廠
上海裕民毛織廠,上海裕民毛織廠
上海製造局,江南製造局
上海西人紗廠公㑹,上海西人紗廠公㑹
上海詠霓園,Remove
上海警察局,上海市警察局
上海警察局刑事處,上海市警察局
上海警察局北四川分局,上海市警察局
上海警察局北站分局,上海市警察局
上海警察局嵩山分局,上海市警察局
上海警察局徐匯分局,上海市警察局
上海警察局提籃橋分局二股,上海市警察局
上海警察局新市街分局,上海市警察局
上海警察局新成分局,上海市警察局
上海警察局普陀分局,上海市警察局
上海警察局老閘分局,上海市警察局
上海警察局蓬萊分局,上海市警察局
上海警察局邑廟分局,上海市警察局
上海警察局長寧分局,上海市警察局
上海警察局閘北分局,上海市警察局
上海警察局靜安分局,上海市警察局
上海警察處刑事處,上海警察處刑事處
上海警局,上海市警察局
上海警局長,上海警局
上海財政委員會,上海財政委員會
上海財政局,財政局
上海貨物稅局,上海貨物稅局
上海貿易公司,上海貿易公司
上海輪船招商局,輪船招商局 
上海通商會議局,通商會議局
上海通記證券號,上海通記證券號
上海道,上海道署
上海道署,上海道署
上海郵務工會,上海郵務職工會
上海郵務職工會,上海郵務職工會
上海酒菜業同業公會,上海酒菜業同業公會
上海醫學院,上海醫學院
上海醬業職工會,上海醬業職工聯合會
上海醬業職工聯合會,上海醬業職工聯合會
上海金業交易所,上海金業交易所
上海銀行俱樂部,上海銀行俱樂部
上海銀行公,上海銀行公會
上海銀行公㑹,上海銀行公㑹
上海銀行公會,上海銀行公會
上海銀行業聯合準備委員會貨物股,上海市銀行業聯合準備委員會
上海鋼鐵股份有限公司,上海鋼鐵公司
上海錢業公會及銀行公會,上海錢業公會及銀行公會
上海錢業監理會,上海錢業監理會
上海鐵管廠,上海鐵管廠
上海長德榨油廠,上海長德榨油廠
上海閘北商會,上海閘北商會
上海閘北延緒山莊,上海閘北延緒山莊
上海關,Remove
上海陳家木橋戒烟局,上海陳家木橋戒煙局
上海電信局,上海電信局
上海電力公司,上海電力公司
上海電報局,上海電報局
上海電報總局,上海電報局
上海電局,上海電報局
上海電機製造廠,上海電機製造廠
上海電行,上海電線行
上海電訊局,上海電訊局
上海電話公司,上海電話公司
上海青年中小學,上海青年中小學
上海飛機修理廠,上海飛機修理廠
上海飛行社,上海飛行社
上海高易籌振公所,上海高易籌振公所
上海高易籌賑公,上海高易籌振公所
上海高易籌賑所,上海高易籌振公所
上海高檢署,江蘇上海高等法院
上海高等法院,江蘇上海高等法院
上海高等法院檢察處,江蘇上海高等法院
上海高等特別刑事法庭,江蘇上海高等法院
上海高等特種刑事法庭,江蘇上海高等法院
上海魚市場,上海魚市場
上海麵粉交易所,上海麵粉交易所
上海黃浦區,上海黃浦區
上海龍華製迭火藥局,上海龍華製迭火藥局
上渡分局,上渡分局
上發昌船廠,發昌船廠
上美領事署,美國領事署
上英,Remove
上虞縣,Remove
上行,Remove
上西商團,西商團
上邑保嬰總局,保嬰總局
上部局,Remove
上院,上議院
上黃酒業,Remove
下城小,Remove
下府縣印委,Remove
下河公幹,Remove
下海浦軋花局,下海浦軋花局
下議院,下議院
下邾司,Remove
下院,下議院
丐黨,Remove
世和,世和洋行
世德堂,世德堂
世界,Remove
世界和平,Remove
世界書局,世界書局
世界渭記五金製造廠,世界渭記五金製造廠
世界社,世界社
世界紅卍字會,世界紅卍字會
世經堂,世經堂
世美齋肉,Remove
世華,Remove
丙丁二店,Remove
丙戌科,Remove
並蒂蓮花館,蒂蓮花館
中　業務局,Remove
中·交,Remove
中一信託公司,中一信託公司
中丞飭府,Remove
中中交,Remove
中云,Remove
中俄會議公署,中俄會議公署
中保,Remove
中信,中信局
中儲,Remove
中共,Remove
中准,Remove
中匯,Remove
中匯印染廠,中匯印染廠
中匯銀行,中匯銀行
中協,Remove
中南味英製造廠,中南味英製造廠
中南銀行,中南銀行
中南飯店,中南飯店
中原委,Remove
中叚,Remove
中和,Remove
中和棧,Remove
中和行,中和洋行
中和造紙廠股份有限公司,中和造紙廠公司
中四,Remove
中國五金彈簧廠,中國五金彈簧廠
中國交通企業公司,中國交通企業公司
中國交通銀行,中國交通銀行
中國人事保險公司,中國人事保險公司
中國企工,Remove
中國企業銀行,中國企業銀行
中國保健公司,中國保健公司
中國保安玻璃醫學儀器廠,中國保安玻璃醫學儀器廠
中國內衣公司,中國內衣公司
中國內衣紡織染廠有限公司,中國內衣公司
中國內衣紡織染廠股份有限公司,中國內衣織染廠
中國內衣織染廠,中國內衣公司
中國全國工業協會上海分會,中國全國工業協會
中國全國工業協會總會,中國全國工業協會
中國公共汽車公司,中國公共汽車公司
中國公所,中國公所
中國切紙公司（泰和祥紙號）,中國切紙公司（泰和祥紙號）
中國勞動協會,中國勞動協會
中國勞動協會北碚工人福利社,中國勞動協會
中國勞動協會工人福利社,中國勞動協會
中國勞工福利協會上海分會,中國勞動協會
中國化學工業社,中國化學工業社
中國化學工業社有限公司,中國化學工業社
中國化學工業社總務科,中國化學工業社
中國化學工業社股份有限公司,中國化學工業社
中國化學工業社股份有限公司營業科,中國化學工業社
中國印刷材料公司,中國印刷材料公司
中國合衆煙廠,中國合衆煙廠
中國國民黨,國民黨
中國國民黨上海　別市執行委員會,國民黨上海市執行委員會
中國國民黨上海特別市執行委員會,國民黨上海執行委員會
中國國民黨上海特別市黨部,國民黨上海特別市黨部
中國國民黨中央政治會議上海分會,國民黨中央政治會議上海分會
中國國民黨江蘇松江縣執行委員會,國民黨江蘇松江縣執行委員會
中國國民黨江蘇省執行委員會,國民黨江蘇省執行委員會
中國國民黨第四十六軍特别黨部,國民黨第四十六軍特别黨部
中國國民黨黑龍江省黨務指導委員會,國民黨黑龍江省黨務指導委員會
中國國貨公司,中國國貨聯合營業公司
中國國貨聯合營業公司,中國國貨聯合營業公司
中國國貨聯合營業公司 - 中國國貨公司,中國國貨聯合營業公司
中國國貨銀行,中國國貨銀行
中國國際委員會,中國國際委員會
中國地方行政研究所,中國地方行政研究所
中國墾業銀行,中國墾業銀行
中國墾業銀行房産部,中國墾業銀行
中國大藥房,中國大藥房
中國天主敎慈善事業協會,中國天主敎慈善事業協會
中國家,Remove
中國實業染織廠,中國實業染織廠
中國工商保壽公司,中國工商保壽公司
中國工業保險公司,中國工業保險公司
中國工業協會上海分會,中國工業協會上海分會
中國工業銀行,中國工業銀行
中國布疋經銷公司,中國布疋經銷公司
中國建業公司,中國建業公司
中國建業地產公司,中國建業地產公司
中國建業貿易公司,中國建業貿易公司
中國建設出版社,中國建設出版社
中國建設印務公司,中國建設印務公司
中國建設服務社,中國建設服務社
中國建設銀公司,中國建設銀公司
中國徵信所,中國徵信所
中國慈幼院西成洋行,中國慈幼院西成洋行
中國救濟婦女會,中國救濟婦女會
中國救濟婦孺總會,中國救濟婦孺總會
中國文化服務總社,中國文化服務總社
中國旅行社,中國旅行社
中國朝廷,中國朝廷
中國染化工程學會,中國染化工程學會
中國棉織業產銷聯營股份有限公司,中國棉織業產銷聯營公司
中國棉織業產銷聯營股份有限公司 ,中國棉織業產銷聯營公司
中國標準紙品公司,中國標準紙品公司
中國水泥公司,中國水泥公司
中國水產物品公司,中國水產物品公司
中國汽車公司,中國汽車公司
中國漁業,Remove
中國漁業公司,中國漁業公司
中國版制公司,中國版制公司
中國瑞倫烟公司,中國瑞倫煙公司
中國福州砲局,中國福州砲局
中國第一信用保險公司,中國第一信用保險公司
"中國籐柳草器廠股份有限公
司","中國籐柳草器廠公
司"
中國糾聚股份,中國糾聚股份公司
中國紅十字會,中國紅十字會總會
中國紅十字會總會,中國紅十字會總會
中國紅十字會總辦事處,中國紅十字會
中國紅十字總會,中國紅十字會
中國紗布公司,中國紗布公司
中國紡建公司,中國紡織建設公司
中國紡織公司,中國紡織公司
中國紡織建設公司,中國紡織建設公司
中國紡織建設公司上海第一針織廠,中國紡織建設公司上海第一針織廠
中國紡織染工業專科學校,中國紡織染工程學院
中國紡織染工程學院,中國紡織染工程學院
中國經濟社武進分社,中國經濟社武進分社
中國總理衙門,總理衙門
中國聯合工程公司,中國聯合工程公司
中國聯業保險公司,中國聯業保險公司
中國股票公司,中國股票公司
中國航業,Remove
中國航空公司,中國航空公司
中國航空協會,中國航空協會總會
中國航空協會總會,中國航空協會總會
中國華一印刷公司,中國華一印刷公司
中國華成烟公司,中國華成煙公司
中國華成烟草公司,華成煙草公司
中國華成菸公司,中國華成烟草公司
中國華成菸草公司,中國華成烟草公司
中國菸葉公司,中國煙葉公司
中國萃衆製造公司,中國萃衆製造公司
中國藥業銀行,中國藥業銀行
中國製釘廠,中國製釘廠
中國製針廠,中國製針廠
中國西南實業協會上海市分會,中國西南實業協會上海市分會
中國農工銀行,中國農工銀行
中國農民銀行,中國農民銀行
中國通商銀行,中國通商銀行
中國通商銀行管理處業務局,中國通商銀行
中國通惠機器股份有限公司,中國通惠機器公司
中國通運公司,中國通運公司
中國金屬器皿製造廠,中國金屬器皿製造廠
中國銀行,中國銀行
中國銀行滬行,中國銀行
中國銀行蘭谿支行,中國銀行
中國電報,中國電報局
中國電報局,中國電報局
中國電報局司,中國電報局
中國電工企業公司製造廠（紹敦電機製造廠）,中國電工企業公司製造廠
中國電影廠,中國電影廠
中國電機工程師學會,中國電機工程師學會
中國電線,Remove
中國靑少年　上漁市團部,中國靑少年上漁市團部
中國靑年　範團第四　隊,中國靑年範團第四　隊
中國靑年黨,中國靑年黨
中國領事官署,中國領事官署
中國領事衙門,中國領事官處
中國飛雲兵輪,Remove
中堂,Remove
中堂面委,Remove
中外輿圖局,中外輿圖局
中大,Remove
中大彩,Remove
中央·中國·交通·三銀行,Remove
中央信託局,中央信託局
中央信託局易貨處,中央信託局
中央儲備銀行,中央儲備銀行
中央儲備銀行東京辦事處,中央儲備銀行
中央儲備銀行檢查金融事務處,中央儲備銀行
中央儲蓄會,中央儲蓄會
中央儲蓄銀行,中央儲備銀行
